team_season_id,franchise,season,display,division,games,record,pts_scored_mean,pts_scored_sd,pts_allowed_mean,pts_allowed_sd,point_diff_pg,strength_z,eligible_qb,eligible_rb,eligible_wr,eligible_te
PIT-2017,PIT,2017,2017 Pittsburgh Steelers,AFC North,16,13-3,25.38,8.12,19.25,8.65,6.125,0.988,1,2,5,3
SEA-2017,SEA,2017,2017 Seattle Seahawks,NFC West,16,9-7,22.88,10.47,20.75,11.38,2.125,0.343,1,3,5,3
SF-2017,SF,2017,2017 San Francisco 49ers,NFC West,16,6-10,20.69,11.95,23.94,8.97,-3.25,-0.524,1,3,6,2
TB-2017,TB,2017,2017 Tampa Bay Buccaneers,NFC South,16,5-11,20.94,8.14,23.88,8.37,-2.938,-0.474,1,4,5,2
TEN-2017,TEN,2017,2017 Tennessee Titans,AFC South,16,9-7,20.88,8.87,22.25,12.2,-1.375,-0.222,1,3,5,3
WAS-2017,WAS,2017,2017 Washington Redskins,NFC East,16,7-9,21.38,6.29,24.25,10.21,-2.875,-0.464,1,2,4,2
ARI-2018,ARI,2018,2018 Arizona Cardinals,NFC West,16,3-13,14.06,7.54,26.56,10,-12.5,-2.077,1,2,5,2
ATL-2018,ATL,2018,2018 Atlanta Falcons,NFC South,16,7-9,25.88,9.56,26.44,9.78,-0.563,-0.094,1,2,6,2
BAL-2018,BAL,2018,2018 Baltimore Ravens,AFC North,16,10-6,24.31,8.07,17.94,9.96,6.375,1.059,2,3,4,4
BUF-2018,BUF,2018,2018 Buffalo Bills,AFC East,16,6-10,16.81,12.31,23.38,11.29,-6.563,-1.091,1,4,6,3
CAR-2018,CAR,2018,2018 Carolina Panthers,NFC South,16,7-9,23.5,9.4,23.88,10.07,-0.375,-0.062,1,3,5,2
CHI-2018,CHI,2018,2018 Chicago Bears,NFC North,16,12-4,26.31,8.95,17.69,9.26,8.625,1.433,1,4,4,2
CIN-2018,CIN,2018,2018 Cincinnati Bengals,AFC North,16,6-10,23,9.19,28.44,9.91,-5.438,-0.904,2,3,5,1
CLE-2018,CLE,2018,2018 Cleveland Browns,AFC North,16,7-8-1,22.44,7.93,24.5,9.67,-2.063,-0.343,1,3,4,3
DAL-2018,DAL,2018,2018 Dallas Cowboys,NFC East,16,10-6,21.19,10.57,20.25,6.75,0.938,0.156,1,3,5,3
DEN-2018,DEN,2018,2018 Denver Broncos,AFC West,16,6-10,20.56,8.16,21.81,6.57,-1.25,-0.208,1,3,6,3
DET-2018,DET,2018,2018 Detroit Lions,NFC North,16,6-10,20.25,7.6,22.5,11.8,-2.25,-0.374,1,3,3,3
GB-2018,GB,2018,2018 Green Bay Packers,NFC North,16,6-9-1,23.5,9.95,25,9.03,-1.5,-0.249,1,2,5,2
HOU-2018,HOU,2018,2018 Houston Texans,AFC South,16,11-5,25.13,7.46,19.75,8.39,5.375,0.893,1,3,2,2
IND-2018,IND,2018,2018 Indianapolis Colts,AFC South,16,10-6,27.06,10.07,21.5,12.84,5.563,0.924,1,3,5,2
JAX-2018,JAX,2018,2018 Jacksonville Jaguars,AFC South,16,5-11,15.31,8.87,19.75,10.02,-4.438,-0.737,1,3,4,2
KC-2018,KC,2018,2018 Kansas City Chiefs,AFC West,16,12-4,35.31,7.3,26.31,12.96,9,1.496,1,3,4,2
LAC-2018,LAC,2018,2018 Los Angeles Chargers,AFC West,16,12-4,26.75,7.98,20.56,9.43,6.188,1.028,1,3,4,2
LAR-2018,LAR,2018,2018 Los Angeles Rams,NFC West,16,13-3,32.94,10.66,24,13.43,8.938,1.485,1,2,5,2
LV-2018,LV,2018,2018 Oakland Raiders,AFC West,16,4-12,18.13,11.87,29.19,8.53,-11.063,-1.838,1,3,3,3
MIA-2018,MIA,2018,2018 Miami Dolphins,AFC East,16,7-9,19.94,7.89,27.06,10.98,-7.125,-1.184,1,5,4,2
MIN-2018,MIN,2018,2018 Minnesota Vikings,NFC North,16,8-7-1,22.5,10.17,21.31,7.66,1.188,0.197,1,3,4,1
NE-2018,NE,2018,2018 New England Patriots,AFC East,16,11-5,27.25,10.74,20.31,11.46,6.938,1.153,1,5,5,1
NO-2018,NO,2018,2018 New Orleans Saints,NFC South,16,13-3,31.5,12.92,22.06,11.26,9.438,1.568,1,2,3,3
NYG-2018,NYG,2018,2018 New York Giants,NFC East,16,5-11,23.06,10.79,25.75,6.69,-2.688,-0.447,1,2,5,3
NYJ-2018,NYJ,2018,2018 New York Jets,AFC East,16,4-12,20.81,13.45,27.56,9.3,-6.75,-1.122,1,3,5,3
PHI-2018,PHI,2018,2018 Philadelphia Eagles,NFC East,16,9-7,22.94,6.45,21.75,10.5,1.188,0.197,1,3,3,3
PIT-2018,PIT,2018,2018 Pittsburgh Steelers,AFC North,16,9-6-1,26.75,10.34,22.5,8.12,4.25,0.706,1,3,5,3
SEA-2018,SEA,2018,2018 Seattle Seahawks,NFC West,16,10-6,26.75,7.01,21.69,9.22,5.063,0.841,1,3,4,2
SF-2018,SF,2018,2018 San Francisco 49ers,NFC West,16,4-12,21.38,8.39,27.19,11.61,-5.813,-0.966,1,3,6,2
TB-2018,TB,2018,2018 Tampa Bay Buccaneers,NFC South,16,5-11,24.75,11.02,29,10.79,-4.25,-0.706,2,2,4,3
TEN-2018,TEN,2018,2018 Tennessee Titans,AFC South,16,9-7,19.38,8.81,18.94,10.52,0.438,0.073,2,2,5,3
WAS-2018,WAS,2018,2018 Washington Redskins,NFC East,16,7-9,17.56,6.99,22.44,11.56,-4.875,-0.81,1,3,4,3
ARI-2019,ARI,2019,2019 Arizona Cardinals,NFC West,16,5-10-1,22.56,8.69,27.63,6.39,-5.063,-0.752,1,3,7,2
ATL-2019,ATL,2019,2019 Atlanta Falcons,NFC South,16,7-9,23.81,8.42,24.94,11.85,-1.125,-0.167,1,3,4,3
BAL-2019,BAL,2019,2019 Baltimore Ravens,AFC North,16,14-2,33.19,11.14,17.63,8.87,15.563,2.312,1,4,5,3
BUF-2019,BUF,2019,2019 Buffalo Bills,AFC East,16,10-6,19.63,7.99,16.19,7.08,3.438,0.511,1,3,5,3
CAR-2019,CAR,2019,2019 Carolina Panthers,NFC South,16,5-11,21.25,10.87,29.38,10.07,-8.125,-1.207,1,3,4,2
CHI-2019,CHI,2019,2019 Chicago Bears,NFC North,16,8-8,17.5,8.43,18.63,7.12,-1.125,-0.167,1,3,4,2
CIN-2019,CIN,2019,2019 Cincinnati Bengals,AFC North,16,2-14,17.44,8.27,26.25,10.38,-8.813,-1.309,1,2,4,2
CLE-2019,CLE,2019,2019 Cleveland Browns,AFC North,16,6-10,20.94,9.96,24.56,10.51,-3.625,-0.539,1,4,4,2
DAL-2019,DAL,2019,2019 Dallas Cowboys,NFC East,16,8-8,27.13,12.06,20.06,7.88,7.063,1.049,1,2,4,2
DEN-2019,DEN,2019,2019 Denver Broncos,AFC West,16,7-9,17.63,9.15,19.75,7.3,-2.125,-0.316,1,3,4,2
DET-2019,DET,2019,2019 Detroit Lions,NFC North,16,3-12-1,21.31,7.12,26.44,8.05,-5.125,-0.761,1,3,4,3
GB-2019,GB,2019,2019 Green Bay Packers,NFC North,16,13-3,23.5,8.92,19.56,8.68,3.938,0.585,1,3,5,3
HOU-2019,HOU,2019,2019 Houston Texans,AFC South,16,10-6,23.63,10.54,24.06,9.95,-0.438,-0.065,1,4,5,2
IND-2019,IND,2019,2019 Indianapolis Colts,AFC South,16,7-9,22.56,8.52,23.31,9.8,-0.75,-0.111,1,3,6,3
JAX-2019,JAX,2019,2019 Jacksonville Jaguars,AFC South,16,6-10,18.75,9.64,24.81,11.41,-6.063,-0.901,1,2,4,0
KC-2019,KC,2019,2019 Kansas City Chiefs,AFC West,16,12-4,28.19,6.87,19.25,10.61,8.938,1.328,1,4,5,2
LAC-2019,LAC,2019,2019 Los Angeles Chargers,AFC West,16,5-11,21.06,8.74,21.56,7.98,-0.5,-0.074,1,3,3,2
LAR-2019,LAR,2019,2019 Los Angeles Rams,NFC West,16,9-7,24.63,10.11,22.75,15.16,1.875,0.279,1,3,5,2
LV-2019,LV,2019,2019 Oakland Raiders,AFC West,16,7-9,19.56,7.97,26.19,9.83,-6.625,-0.984,1,3,4,3
MIA-2019,MIA,2019,2019 Miami Dolphins,AFC East,16,5-11,19.13,10.22,30.88,11.48,-11.75,-1.746,1,2,6,3
MIN-2019,MIN,2019,2019 Minnesota Vikings,NFC North,16,10-6,25.44,10.18,18.94,8.36,6.5,0.966,1,4,4,3
NE-2019,NE,2019,2019 New England Patriots,AFC East,16,12-4,26.25,8.59,14.06,10.34,12.188,1.811,1,4,6,2
NO-2019,NO,2019,2019 New Orleans Saints,NFC South,16,13-3,28.63,11.66,21.31,11.19,7.313,1.086,2,2,4,3
NYG-2019,NYG,2019,2019 New York Giants,NFC East,16,4-12,21.31,8.96,28.19,8.65,-6.875,-1.021,1,2,5,2
NYJ-2019,NYJ,2019,2019 New York Jets,AFC East,16,7-9,17.25,10.69,22.44,10.22,-5.188,-0.771,1,2,6,2
PHI-2019,PHI,2019,2019 Philadelphia Eagles,NFC East,16,9-7,24.06,9.25,22.13,9.93,1.938,0.288,1,3,4,2
PIT-2019,PIT,2019,2019 Pittsburgh Steelers,AFC North,16,8-8,18.06,7.86,18.94,7.87,-0.875,-0.13,2,3,5,2
SEA-2019,SEA,2019,2019 Seattle Seahawks,NFC West,16,11-5,25.31,8.09,24.88,7.15,0.438,0.065,1,3,5,1
SF-2019,SF,2019,2019 San Francisco 49ers,NFC West,16,13-3,29.94,11.12,19.38,11.7,10.563,1.569,1,4,6,2
TB-2019,TB,2019,2019 Tampa Bay Buccaneers,NFC South,16,7-9,28.63,9.91,28.06,8.78,0.563,0.084,1,4,5,2
TEN-2019,TEN,2019,2019 Tennessee Titans,AFC South,16,9-7,25.13,13,20.69,7.45,4.438,0.659,1,2,6,3
WAS-2019,WAS,2019,2019 Washington Redskins,NFC East,16,3-13,16.63,9.69,27.19,10.23,-10.563,-1.569,2,3,5,1
ARI-2020,ARI,2020,2020 Arizona Cardinals,NFC West,16,8-8,25.63,8.6,22.94,9.43,2.688,0.423,1,2,6,2
ATL-2020,ATL,2020,2020 Atlanta Falcons,NFC South,16,4-12,24.75,10.09,25.88,9.58,-1.125,-0.177,1,3,6,3
BAL-2020,BAL,2020,2020 Baltimore Ravens,AFC North,16,11-5,29.25,8.89,18.94,11.23,10.313,1.625,1,5,5,2
BUF-2020,BUF,2020,2020 Buffalo Bills,AFC East,16,13-3,31.31,11.12,23.44,8.97,7.875,1.241,1,3,6,1
CAR-2020,CAR,2020,2020 Carolina Panthers,NFC South,16,5-11,21.88,6.52,25.13,10.65,-3.25,-0.512,1,3,4,1
CHI-2020,CHI,2020,2020 Chicago Bears,NFC North,16,8-8,23.25,9.14,23.13,8.62,0.125,0.02,2,3,4,4
CIN-2020,CIN,2020,2020 Cincinnati Bengals,AFC North,16,4-11-1,19.44,12.03,26.5,7.62,-7.063,-1.113,1,2,6,2
CLE-2020,CLE,2020,2020 Cleveland Browns,AFC North,16,11-5,25.5,13.86,26.19,11.68,-0.688,-0.108,1,3,3,3
DAL-2020,DAL,2020,2020 Dallas Cowboys,NFC East,16,6-10,24.69,12.33,29.56,10.61,-4.875,-0.768,1,2,5,2
DEN-2020,DEN,2020,2020 Denver Broncos,AFC West,16,5-11,20.19,9.19,27.88,10.06,-7.688,-1.211,1,3,5,2
DET-2020,DET,2020,2020 Detroit Lions,NFC North,16,5-11,23.56,9.26,32.44,9.5,-8.875,-1.398,1,3,5,2
GB-2020,GB,2020,2020 Green Bay Packers,NFC North,16,13-3,31.81,8.7,23.06,7.66,8.75,1.378,2,4,6,3
HOU-2020,HOU,2020,2020 Houston Texans,AFC South,16,4-12,24,9.83,29,9.02,-5,-0.788,1,2,5,3
IND-2020,IND,2020,2020 Indianapolis Colts,AFC South,16,11-5,28.19,8.52,22.63,9.6,5.563,0.876,2,3,5,3
JAX-2020,JAX,2020,2020 Jacksonville Jaguars,AFC South,16,1-15,19.13,7.66,30.75,5.8,-11.625,-1.831,1,2,5,2
KC-2020,KC,2020,2020 Kansas City Chiefs,AFC West,16,14-2,29.56,6.72,22.63,9.31,6.938,1.093,1,3,4,2
LAC-2020,LAC,2020,2020 Los Angeles Chargers,AFC West,16,7-9,24,9.91,26.63,8.16,-2.625,-0.414,1,4,6,2
LAR-2020,LAR,2020,2020 Los Angeles Rams,NFC West,16,10-6,23.25,7.9,18.5,8.84,4.75,0.748,1,3,5,2
LV-2020,LV,2020,2020 Las Vegas Raiders,AFC West,16,8-8,27.13,8.64,29.88,10.42,-2.75,-0.433,1,3,5,3
MIA-2020,MIA,2020,2020 Miami Dolphins,AFC East,16,10-6,25.25,7.72,21.13,13.72,4.125,0.65,2,4,6,3
MIN-2020,MIN,2020,2020 Minnesota Vikings,NFC North,16,7-9,26.88,7.15,29.69,9.53,-2.813,-0.443,1,4,5,3
NE-2020,NE,2020,2020 New England Patriots,AFC East,16,7-9,20.38,11.51,22.06,9.52,-1.688,-0.266,1,5,3,2
NO-2020,NO,2020,2020 New Orleans Saints,NFC South,16,12-4,30.13,7.61,21.06,11.23,9.063,1.428,1,2,4,4
NYG-2020,NYG,2020,2020 New York Giants,NFC East,16,6-10,17.5,7.76,22.31,6.89,-4.813,-0.758,1,3,4,2
NYJ-2020,NYJ,2020,2020 New York Jets,AFC East,16,2-14,15.19,9.83,28.56,7.23,-13.375,-2.107,1,4,5,3
PHI-2020,PHI,2020,2020 Philadelphia Eagles,NFC East,16,4-11-1,20.88,4.69,26.13,7.8,-5.25,-0.827,2,3,4,3
PIT-2020,PIT,2020,2020 Pittsburgh Steelers,AFC North,16,12-4,26,7.09,19.5,7.52,6.5,1.024,1,4,5,2
SEA-2020,SEA,2020,2020 Seattle Seahawks,NFC West,16,12-4,28.69,8.58,23.19,10.05,5.5,0.866,1,4,4,3
SF-2020,SF,2020,2020 San Francisco 49ers,NFC West,16,6-10,23.5,6.88,24.38,11.33,-0.875,-0.138,1,3,4,3
TB-2020,TB,2020,2020 Tampa Bay Buccaneers,NFC South,16,11-5,30.75,11.84,22.19,8.92,8.563,1.349,1,3,6,2
TEN-2020,TEN,2020,2020 Tennessee Titans,AFC South,16,11-5,30.69,10.68,27.44,9.45,3.25,0.512,1,2,5,2
WAS-2020,WAS,2020,2020 Washington Football Team,NFC East,16,7-9,20.94,7.2,20.56,8.66,0.375,0.059,1,3,4,1
ARI-2021,ARI,2021,2021 Arizona Cardinals,NFC West,17,11-6,26.41,8.89,21.53,9.17,4.882,0.737,1,4,5,3
ATL-2021,ATL,2021,2021 Atlanta Falcons,NFC South,17,7-10,18.41,9.31,27,9.44,-8.588,-1.297,1,3,4,3
BAL-2021,BAL,2021,2021 Baltimore Ravens,AFC North,17,8-9,22.76,7.89,23.06,11.02,-0.294,-0.044,1,4,5,2
BUF-2021,BUF,2021,2021 Buffalo Bills,AFC East,17,11-6,28.41,11.14,17,11.37,11.412,1.723,1,3,5,1
CAR-2021,CAR,2021,2021 Carolina Panthers,NFC South,17,5-12,17.88,8.78,23.76,10.42,-5.882,-0.888,1,3,5,3
CHI-2021,CHI,2021,2021 Chicago Bears,NFC North,17,6-11,18.29,7.83,23.94,11.19,-5.647,-0.853,2,3,5,2
CIN-2021,CIN,2021,2021 Cincinnati Bengals,AFC North,17,10-7,27.06,9,22.12,10.13,4.941,0.746,1,3,4,2
CLE-2021,CLE,2021,2021 Cleveland Browns,AFC North,17,8-9,20.53,10.46,21.82,12.25,-1.294,-0.195,1,4,4,3
DAL-2021,DAL,2021,2021 Dallas Cowboys,NFC East,17,12-5,31.18,12.87,21.06,8.74,10.118,1.528,1,3,5,2
DEN-2021,DEN,2021,2021 Denver Broncos,AFC West,17,7-10,19.71,8.64,18.94,9.37,0.765,0.116,1,2,5,3
DET-2021,DET,2021,2021 Detroit Lions,NFC North,17,3-13-1,19.12,9.07,27.47,11.59,-8.353,-1.261,1,3,4,2
GB-2021,GB,2021,2021 Green Bay Packers,NFC North,17,13-4,26.47,10.4,21.82,10.58,4.647,0.702,1,3,6,4
HOU-2021,HOU,2021,2021 Houston Texans,AFC South,17,4-13,16.47,12.42,26.59,7.54,-10.118,-1.528,1,4,5,3
IND-2021,IND,2021,2021 Indianapolis Colts,AFC South,17,9-8,26.53,8.62,21.47,10.15,5.059,0.764,1,2,4,3
JAX-2021,JAX,2021,2021 Jacksonville Jaguars,AFC South,17,3-14,14.88,6.95,26.88,10.46,-12,-1.812,1,3,6,3
KC-2021,KC,2021,2021 Kansas City Chiefs,AFC West,17,12-5,28.24,11.37,21.41,10.83,6.824,1.03,1,4,6,2
LAC-2021,LAC,2021,2021 Los Angeles Chargers,AFC West,17,9-8,27.88,10.64,27,9.01,0.882,0.133,1,4,5,3
LAR-2021,LAR,2021,2021 Los Angeles Rams,NFC West,17,12-5,27.06,8.01,21.88,8.55,5.176,0.782,1,2,5,1
LV-2021,LV,2021,2021 Las Vegas Raiders,AFC West,17,10-7,22,9.82,25.82,9.4,-3.824,-0.577,1,4,4,2
MIA-2021,MIA,2021,2021 Miami Dolphins,AFC East,17,9-8,20.06,9.4,21.94,11.42,-1.882,-0.284,2,2,5,3
MIN-2021,MIN,2021,2021 Minnesota Vikings,NFC North,17,8-9,25,8.62,25.06,8.31,-0.059,-0.009,1,3,4,1
NE-2021,NE,2021,2021 New England Patriots,AFC East,17,10-7,27.18,12.29,17.82,10.85,9.353,1.412,1,3,5,3
NO-2021,NO,2021,2021 New Orleans Saints,NFC South,17,9-8,21.41,10.97,19.71,10.68,1.706,0.258,0,4,5,3
NYG-2021,NYG,2021,2021 New York Giants,NFC East,17,4-13,15.18,7.78,24.47,10.79,-9.294,-1.403,1,2,6,2
NYJ-2021,NYJ,2021,2021 New York Jets,AFC East,17,4-13,18.24,8.96,29.65,10.09,-11.412,-1.723,1,3,7,3
PHI-2021,PHI,2021,2021 Philadelphia Eagles,NFC East,17,9-8,26.12,9.39,22.65,13.14,3.471,0.524,1,3,4,1
PIT-2021,PIT,2021,2021 Pittsburgh Steelers,AFC North,17,9-7-1,20.18,7.55,23.41,10.04,-3.235,-0.488,1,3,4,3
SEA-2021,SEA,2021,2021 Seattle Seahawks,NFC West,17,7-10,23.24,12.33,21.53,7.07,1.706,0.258,1,4,5,2
SF-2021,SF,2021,2021 San Francisco 49ers,NFC West,17,10-7,25.12,7.91,21.47,8.62,3.647,0.551,1,4,5,2
TB-2021,TB,2021,2021 Tampa Bay Buccaneers,NFC South,17,13-4,30.06,11.2,20.76,9.88,9.294,1.403,1,3,4,3
TEN-2021,TEN,2021,2021 Tennessee Titans,AFC South,17,12-5,24.65,8.3,20.82,11.21,3.824,0.577,1,4,4,3
WAS-2021,WAS,2021,2021 Washington Football Team,NFC East,17,7-10,19.71,6.97,25.53,11.51,-5.824,-0.879,1,3,6,2
ARI-2022,ARI,2022,2022 Arizona Cardinals,NFC West,17,4-13,20,8.43,26.41,8.53,-6.412,-1.313,1,3,6,3
ATL-2022,ATL,2022,2022 Atlanta Falcons,NFC South,17,7-10,21.47,7.36,22.71,6,-1.235,-0.258,1,4,4,4
BAL-2022,BAL,2022,2022 Baltimore Ravens,AFC North,17,10-7,20.59,9.04,18.53,9.47,2.059,0.413,1,5,3,3
BUF-2022,BUF,2022,2022 Buffalo Bills,AFC East,16,13-3,28.44,6.96,17.88,8.17,10.563,2.147,1,3,4,2
CAR-2022,CAR,2022,2022 Carolina Panthers,NFC South,17,7-10,20.41,8.72,22,10.87,-1.588,-0.33,1,3,4,4
CHI-2022,CHI,2022,2022 Chicago Bears,NFC North,17,3-14,19.18,8.46,27.24,10.1,-8.059,-1.649,1,3,5,2
CIN-2022,CIN,2022,2022 Cincinnati Bengals,AFC North,16,12-4,26.13,8.04,20.13,6.05,6,1.217,1,3,6,2
CLE-2022,CLE,2022,2022 Cleveland Browns,AFC North,17,7-10,21.24,7.08,22.41,9.8,-1.176,-0.246,1,4,3,3
DAL-2022,DAL,2022,2022 Dallas Cowboys,NFC East,17,12-5,27.47,13.27,20.12,10.12,7.353,1.493,2,2,4,3
DEN-2022,DEN,2022,2022 Denver Broncos,AFC West,17,5-12,16.88,7.1,21.12,10.78,-4.235,-0.869,1,3,4,3
DET-2022,DET,2022,2022 Detroit Lions,NFC North,17,9-8,26.65,12.13,25.12,10.43,1.529,0.305,1,3,4,3
GB-2022,GB,2022,2022 Green Bay Packers,NFC North,17,8-9,21.76,9.21,21.82,7.5,-0.059,-0.018,1,2,6,3
HOU-2022,HOU,2022,2022 Houston Texans,AFC South,17,3-13-1,17,6.97,24.71,8.12,-7.706,-1.577,1,4,4,3
IND-2022,IND,2022,2022 Indianapolis Colts,AFC South,17,4-12-1,17,10.42,25.12,10.67,-8.118,-1.661,1,3,4,3
JAX-2022,JAX,2022,2022 Jacksonville Jaguars,AFC South,17,9-8,23.76,9.02,20.59,11.69,3.176,0.641,1,3,4,2
KC-2022,KC,2022,2022 Kansas City Chiefs,AFC West,17,14-3,29.18,7.92,21.71,6.4,7.471,1.517,1,3,6,3
LAC-2022,LAC,2022,2022 Los Angeles Chargers,AFC West,17,10-7,23,6.01,22.59,9.28,0.412,0.078,1,4,5,2
LAR-2022,LAR,2022,2022 Los Angeles Rams,NFC West,17,5-12,18.06,10.45,22.59,6.85,-4.529,-0.929,1,3,6,1
LV-2022,LV,2022,2022 Las Vegas Raiders,AFC West,17,6-11,23.24,10.3,24.59,6.37,-1.353,-0.282,1,5,4,2
MIA-2022,MIA,2022,2022 Miami Dolphins,AFC East,17,9-8,23.35,9.18,23.47,10.14,-0.118,-0.03,1,2,5,2
MIN-2022,MIN,2022,2022 Minnesota Vikings,NFC North,17,13-4,24.94,9.25,25.12,9.16,-0.176,-0.042,1,3,5,3
NE-2022,NE,2022,2022 New England Patriots,AFC East,17,8-9,21.41,7.91,20.41,11.5,1,0.198,1,3,6,2
NO-2022,NO,2022,2022 New Orleans Saints,NFC South,17,7-10,19.41,10.02,20.29,10.13,-0.882,-0.186,1,2,5,3
NYG-2022,NYG,2022,2022 New York Giants,NFC East,17,9-7-1,21.47,5.5,21.82,9,-0.353,-0.078,1,3,4,2
NYJ-2022,NYJ,2022,2022 New York Jets,AFC East,17,7-10,17.41,10.75,18.59,6.68,-1.176,-0.246,1,2,5,2
PHI-2022,PHI,2022,2022 Philadelphia Eagles,NFC East,17,14-3,28.06,9.42,20.24,9.56,7.824,1.589,1,3,5,2
PIT-2022,PIT,2022,2022 Pittsburgh Steelers,AFC North,17,9-8,18.12,6.75,20.35,9.03,-2.235,-0.462,1,3,6,2
SEA-2022,SEA,2022,2022 Seattle Seahawks,NFC West,17,9-8,23.94,10.45,23.59,10.61,0.353,0.066,1,3,4,3
SF-2022,SF,2022,2022 San Francisco 49ers,NFC West,17,13-4,26.47,10.25,16.29,10.69,10.176,2.068,2,3,4,1
TB-2022,TB,2022,2022 Tampa Bay Buccaneers,NFC South,17,8-9,18.41,6.91,21.06,9.89,-2.647,-0.546,1,2,7,3
TEN-2022,TEN,2022,2022 Tennessee Titans,AFC South,17,7-10,17.53,5.2,21.12,8.99,-3.588,-0.738,1,3,3,3
WAS-2022,WAS,2022,2022 Washington Commanders,NFC East,17,8-8-1,18.88,7.03,20.18,8.44,-1.294,-0.27,2,4,6,3
ARI-2023,ARI,2023,2023 Arizona Cardinals,NFC West,17,4-13,19.41,8.68,26.76,8.59,-7.353,-1.249,2,2,5,3
ATL-2023,ATL,2023,2023 Atlanta Falcons,NFC South,17,7-10,18.88,7.32,21.94,10.84,-3.059,-0.52,1,3,5,3
BAL-2023,BAL,2023,2023 Baltimore Ravens,AFC North,17,13-4,28.41,11.09,16.47,9.06,11.941,2.028,1,2,5,3
BUF-2023,BUF,2023,2023 Buffalo Bills,AFC East,17,11-6,26.53,9.01,18.29,8.81,8.235,1.399,1,3,5,2
CAR-2023,CAR,2023,2023 Carolina Panthers,NFC South,17,2-15,13.88,8.41,24.47,10.57,-10.588,-1.799,1,3,6,4
CHI-2023,CHI,2023,2023 Chicago Bears,NFC North,17,7-10,21.18,9.37,22.29,9.29,-1.118,-0.19,1,3,5,2
CIN-2023,CIN,2023,2023 Cincinnati Bengals,AFC North,17,9-8,21.53,10.3,22.59,7.16,-1.059,-0.18,2,3,6,4
CLE-2023,CLE,2023,2023 Cleveland Browns,AFC North,17,11-6,23.29,9.9,21.29,11.56,2,0.34,0,3,7,3
DAL-2023,DAL,2023,2023 Dallas Cowboys,NFC East,17,12-5,29.94,12.42,18.53,11.41,11.412,1.939,1,3,5,4
DEN-2023,DEN,2023,2023 Denver Broncos,AFC West,17,8-9,21,6.34,24.29,15.14,-3.294,-0.56,1,3,5,1
DET-2023,DET,2023,2023 Detroit Lions,NFC North,17,12-5,27.12,10.13,23.24,9.6,3.882,0.659,1,3,4,2
GB-2023,GB,2023,2023 Green Bay Packers,NFC North,17,9-8,22.53,7.43,20.59,8.24,1.941,0.33,1,3,6,3
HOU-2023,HOU,2023,2023 Houston Texans,AFC South,17,10-7,22.18,8.63,20.76,9.54,1.412,0.24,1,4,6,2
IND-2023,IND,2023,2023 Indianapolis Colts,AFC South,17,9-8,23.29,7.49,24.41,9.7,-1.118,-0.19,1,3,4,4
JAX-2023,JAX,2023,2023 Jacksonville Jaguars,AFC South,17,9-8,22.18,9.86,21.82,10.16,0.353,0.06,1,3,6,2
KC-2023,KC,2023,2023 Kansas City Chiefs,AFC West,17,11-6,21.82,7.88,17.29,5.27,4.529,0.769,1,3,6,2
LAC-2023,LAC,2023,2023 Los Angeles Chargers,AFC West,17,5-12,20.35,9.47,23.41,14.35,-3.059,-0.52,1,3,5,3
LAR-2023,LAR,2023,2023 Los Angeles Rams,NFC West,17,10-7,23.76,8.7,22.18,8.38,1.588,0.27,1,3,6,1
LV-2023,LV,2023,2023 Las Vegas Raiders,AFC West,17,8-9,19.53,12.99,19.47,9.04,0.059,0.01,1,4,5,2
MIA-2023,MIA,2023,2023 Miami Dolphins,AFC East,17,11-6,29.18,13.97,23,13.39,6.176,1.049,1,3,5,2
MIN-2023,MIN,2023,2023 Minnesota Vikings,NFC North,17,7-10,20.24,7.08,21.29,9.47,-1.059,-0.18,1,3,4,3
NE-2023,NE,2023,2023 New England Patriots,AFC East,17,4-13,13.88,9,21.53,8.96,-7.647,-1.299,2,2,7,3
NO-2023,NO,2023,2023 New Orleans Saints,NFC South,17,9-8,23.65,9.64,19.24,9.44,4.412,0.749,1,2,5,3
NYG-2023,NYG,2023,2023 New York Giants,NFC East,17,6-11,15.65,9.88,23.94,11.53,-8.294,-1.409,2,3,7,2
NYJ-2023,NYJ,2023,2023 New York Jets,AFC East,17,7-10,15.76,9.11,20.88,10.2,-5.118,-0.869,1,3,4,3
PHI-2023,PHI,2023,2023 Philadelphia Eagles,NFC East,17,11-6,25.47,8.75,25.18,8.45,0.294,0.05,1,3,5,1
PIT-2023,PIT,2023,2023 Pittsburgh Steelers,AFC North,17,10-7,17.88,8.07,19.06,6.96,-1.176,-0.2,1,2,5,2
SEA-2023,SEA,2023,2023 Seattle Seahawks,NFC West,17,9-8,21.41,9.22,23.65,9.75,-2.235,-0.38,1,3,4,3
SF-2023,SF,2023,2023 San Francisco 49ers,NFC West,17,12-5,28.88,8.96,17.53,8.37,11.353,1.929,2,3,5,2
TB-2023,TB,2023,2023 Tampa Bay Buccaneers,NFC South,17,9-8,20.47,8.96,19.12,9.15,1.353,0.23,1,2,4,2
TEN-2023,TEN,2023,2023 Tennessee Titans,AFC South,17,6-11,17.94,8.66,21.59,7.35,-3.647,-0.62,2,2,5,2
WAS-2023,WAS,2023,2023 Washington Commanders,NFC East,17,4-13,19.35,9.22,30.47,9.94,-11.118,-1.889,1,3,6,3
